la,nd,ns,ent,nrev,rtime,self,ndev,age,app,rrexp,asawr,rsawr,defect
0,1,1,0.0,1.0,0.01579861111111111,0,2.0,23.01744212962963,2.0,112.0,0.0147492625368731,0.2654867256637168,False
2,1,1,0.0,1.0,0.03369212962962963,0,22.0,1.0040046296296297,2.0,78.0,0.0352941176470588,0.2058823529411764,False
365,2,1,0.9888642043472528,1.0,2.0937847222222223,0,2.0,21.91289351851852,2.0,138.0,0.2375366568914956,0.3900293255131964,False
6,4,1,0.9363348190250748,1.0,2.698738425925926,0,27.0,1.203125,3.0,193.0,0.0380116959064327,0.4561403508771929,False
21,2,1,0.7890457226193337,1.0,0.4846759259259259,0,22.0,0.46112268518518523,3.0,206.0,0.1690962099125364,0.4897959183673469,False
454,6,1,0.6735895956980915,11.0,12.968171296296296,0,32.0,4.244520318930042,2.0,315.0,0.005813953488372,0.6424418604651163,False
24,2,1,0.9057575465506208,2.0,2.846458333333333,0,4.0,3.6243171296296297,4.0,329.0,0.0492753623188405,0.6318840579710145,False
6,1,1,0.9681300137657636,3.0,1.0098032407407407,0,5.0,10.104519675925927,2.0,117.0,0.0462427745664739,0.2861271676300578,False
5,1,1,0.0,4.0,23.038101851851852,0,2.0,0.7831018518518519,2.0,252.0,0.0057636887608069,0.5014409221902018,False
10,2,1,0.5435644431995964,3.0,2.5052777777777777,0,5.0,5.770868055555556,2.0,288.0,0.014367816091954,0.5775862068965517,False
2,1,1,0.0,1.0,0.02630787037037037,0,12.0,6.176921296296296,2.0,191.0,0.1176470588235294,0.3529411764705882,False
43,2,1,0.290715865467415,10.0,2.9643865740740742,0,16.0,4.987395833333333,2.0,192.0,0.1776504297994269,0.2607449856733524,False
37,2,1,0.9372305632161296,3.0,0.9806018518518518,0,5.0,0.9318827160493828,2.0,85.0,0.0485714285714285,0.2371428571428571,False
4,1,1,0.0,1.0,-570.6390277777778,0,4.0,7.040138888888889,1.0,20.0,0.7083333333333334,0.5416666666666666,False
38,5,1,0.9498023131828048,3.0,1.6446527777777777,0,38.0,2.567408693415638,2.0,120.0,0.0028490028490028,0.2905982905982906,True
2,1,1,0.0,1.0,1.028287037037037,0,4.0,0.12454861111111111,2.0,87.0,0.0511363636363636,0.2414772727272727,False
154,7,1,0.7216004234012423,6.0,5.02849537037037,0,38.0,0.5661226851851852,3.0,145.0,0.0708215297450425,0.3966005665722379,False
1,1,1,0.0,2.0,0.6158564814814814,0,1.0,5.6397916666666665,2.0,109.0,0.0028248587570621,0.2768361581920904,False
2,1,1,1.0,2.0,0.14797453703703703,0,27.0,0.12447916666666665,2.0,122.0,0.0056338028169014,0.2929577464788732,False
572,3,1,0.679206268660584,3.0,-570.6321527777778,0,4.0,8.181706532921812,1.0,22.0,0.24,0.56,False
29,2,1,0.693127415328288,4.0,-529.268425925926,0,3.0,30.144953703703703,2.0,28.0,0.1538461538461538,0.7307692307692307,False
0,1,1,0.0,1.0,-570.9993981481481,0,2.0,33.226226851851855,2.0,57.0,0.3333333333333333,0.8888888888888888,False
4,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,False
1,1,1,0.0,2.0,33.68324074074074,0,6.0,8.112407407407408,3.0,219.0,0.7075471698113207,0.8773584905660378,False
10,2,1,1.0,1.0,0.5801041666666666,0,7.0,20.117361111111112,3.0,209.0,0.0786516853932584,0.5280898876404494,False
43,1,1,0.6962122601251458,1.0,3.117210648148148,0,7.0,61.583333333333336,1.0,102.0,0.616822429906542,0.8130841121495327,False
9,3,1,0.7193329040881774,1.0,1.0005208333333333,0,16.0,0.6481790123456789,2.0,179.0,0.0392156862745098,0.3221288515406162,False
1,1,1,0.0,1.0,0.7550578703703703,0,2.0,15.260671296296296,2.0,295.0,0.1574074074074074,0.9537037037037036,False
53,2,1,0.7166373621456276,3.0,-570.7286458333333,0,4.0,5.5487577160493835,2.0,56.0,0.6071428571428571,0.8214285714285714,False
273,7,1,0.7422175614628986,8.0,1.9227314814814813,0,32.0,0.8343836805555555,2.0,139.0,0.0949720670391061,0.3798882681564245,True
5,1,1,0.0,2.0,22.63314814814815,0,20.0,1.1343981481481482,3.0,127.0,0.2256267409470752,0.2506963788300835,False
32,1,1,0.0,1.0,1.813125,0,1.0,79.66457175925926,2.0,120.0,0.0666666666666666,0.0666666666666666,False
381,10,1,0.7731120244765263,10.0,35.28037037037037,0,45.0,0.05935185185185185,2.0,227.0,0.0333333333333333,0.4861111111111111,False
97,6,1,0.6566777946663859,1.0,1.90625,0,34.0,0.28794753086419755,2.0,186.0,0.1772853185595568,0.3795013850415512,False
15,2,1,1.0,3.0,0.9908680555555556,0,18.0,0.16572916666666668,4.0,200.0,0.0165745856353591,0.494475138121547,False
293,10,1,0.7555790694863088,6.0,27.292708333333334,0,42.0,1.8114794389978215,2.0,188.0,0.0027548209366391,0.3829201101928374,True
5,2,1,0.8904916402194913,2.0,1.138622685185185,0,26.0,0.14085648148148147,3.0,280.0,0.0164835164835164,0.5412087912087912,False
26,2,1,0.4878527713892913,1.0,0.4728819444444445,0,30.0,0.12663194444444445,3.0,340.0,0.0191780821917808,0.6109589041095891,False
32,2,1,0.97366806454962,4.0,26.386412037037037,0,27.0,0.14538194444444444,2.0,73.0,0.0218579234972677,0.2021857923497267,False
54,1,1,0.0,2.0,0.2488888888888889,0,26.0,0.6161111111111112,4.0,182.0,0.1934604904632152,0.4223433242506812,False
6,2,1,0.5435644431995964,2.0,5.846875,0,4.0,37.08063657407407,2.0,24.0,0.6086956521739131,1.0,False
0,1,1,0.0,1.0,0.562951388888889,0,19.0,1.0257523148148149,5.0,224.0,0.0163043478260869,0.5815217391304348,False
14,2,1,0.8524051786494786,2.0,0.7384259259259259,0,19.0,1.1249305555555555,3.0,273.0,0.086720867208672,0.5230352303523035,False
48,6,2,0.864841783197185,6.0,5.4575,0,5.0,3.124753787878788,2.0,187.0,0.4675675675675675,0.4540540540540541,False
28,4,1,0.8208507537146739,2.0,14.369398148148148,0,2.0,37.654525462962965,3.0,22.0,0.6666666666666666,0.875,False
6,2,1,1.0,1.0,0.1443634259259259,0,27.0,0.7673726851851851,3.0,284.0,0.0269541778975741,0.5417789757412399,False
26,1,1,0.0,2.0,0.31028935185185186,0,1.0,37.99875,2.0,122.0,0.0295698924731182,0.3091397849462365,False
17,2,1,0.9043814577244936,3.0,0.8646296296296296,0,1.0,33.871504629629634,3.0,257.0,0.3512064343163539,0.4075067024128686,False
0,1,1,0.0,1.0,1.119675925925926,0,8.0,7.437743055555555,3.0,109.0,0.0320855614973262,0.2540106951871658,False
140,2,1,0.9841566800928478,4.0,5.930659722222223,0,30.0,1.163587962962963,2.0,295.0,0.0933333333333333,0.56,False
6,1,1,0.0,2.0,0.46880787037037036,0,1.0,8.956886574074074,3.0,128.0,0.2047872340425532,0.2872340425531915,False
41,2,1,0.993570475770608,2.0,0.7724189814814815,0,10.0,0.2594097222222222,2.0,98.0,0.0689655172413793,0.2281167108753315,False
4,2,2,0.8112781244591328,2.0,3.9088425925925923,0,15.0,5.8690239197530865,2.0,263.0,0.0079365079365079,0.4814814814814814,False
39,3,1,0.7187071591609672,1.0,0.526724537037037,0,23.0,7.1828521825396825,3.0,246.0,0.2981530343007915,0.3693931398416886,False
17,3,1,0.9360847109776412,1.0,0.010277777777777778,0,23.0,1.2941512345679016,2.0,140.0,0.1263157894736842,0.3289473684210526,False
4,1,1,0.0,2.0,0.7434027777777777,0,4.0,0.9186574074074074,3.0,130.0,0.0341207349081364,0.2414698162729658,False
23,2,1,0.7531979910695014,3.0,1.112476851851852,0,12.0,4.6822337962962965,2.0,338.0,0.0104712041884816,0.6256544502617801,False
2,1,1,0.0,1.0,0.018703703703703705,0,20.0,1.460578703703704,2.0,89.0,0.0052219321148825,0.2114882506527415,False
39,3,1,0.8205934336383406,2.0,0.9854861111111112,0,5.0,1.493923611111111,3.0,182.0,0.2369791666666666,0.21875,False
3,2,1,0.9709505944546686,2.0,0.1501388888888889,0,26.0,0.9455787037037037,2.0,138.0,0.0103896103896103,0.3090909090909091,False
5,1,1,0.0,2.0,0.03737268518518518,0,11.0,2.532025462962963,3.0,318.0,0.044041450777202,0.6191709844559585,False
1,1,1,0.0,1.0,0.028923611111111112,0,21.0,0.9256597222222221,2.0,88.0,0.2015503875968992,0.1679586563307493,False
30,3,1,0.3463516860337494,2.0,3.8426157407407406,0,36.0,1.323155864197531,3.0,162.0,0.2036082474226804,0.2835051546391752,False
12,1,1,0.0,1.0,11.796527777777778,0,21.0,0.12081018518518517,2.0,196.0,0.2056555269922879,0.3573264781491002,False
2,1,1,0.0,1.0,2.3449305555555555,0,1.0,19.231435185185187,3.0,330.0,0.128440366972477,0.7155963302752294,False
2,1,1,0.0,1.0,17.37144675925926,0,1.0,86.46116898148148,4.0,199.0,0.2076923076923077,0.4102564102564102,False
82,1,1,0.0,3.0,16.73542824074074,0,3.0,0.0051967592592592595,3.0,234.0,0.0051150895140664,0.3248081841432225,False
1,1,1,0.0,1.0,17.354386574074073,0,2.0,27.133009259259257,4.0,174.0,0.211734693877551,0.336734693877551,False
114,2,1,0.685750764543924,5.0,1.1568287037037037,0,27.0,2.8543171296296297,2.0,345.0,0.0916030534351145,0.6234096692111959,False
307,3,1,0.6402414659702241,10.0,15.122939814814815,0,5.0,1.004020061728395,2.0,199.0,0.015228426395939,0.3604060913705584,False
9,2,1,0.9940302114769564,4.0,0.9279861111111112,0,21.0,3.501423611111111,4.0,353.0,0.0075949367088607,0.6379746835443038,False
3,1,1,0.0,2.0,-562.9106481481482,0,7.0,11.048993055555556,2.0,29.0,0.12,0.36,False
69,2,1,0.6812908868842176,3.0,11.978657407407406,0,6.0,6.263148148148148,2.0,201.0,0.0479797979797979,0.3636363636363636,False
2,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,False
0,1,1,0.0,1.0,0.017592592592592594,0,1.0,20.022349537037037,3.0,185.0,0.0327455919395466,0.4105793450881612,False
103,2,1,0.422377267413182,6.0,29.996238425925924,0,11.0,17.71441666666667,1.0,109.0,0.0363636363636363,0.8090909090909091,False
3,2,1,0.8699155297736259,1.0,0.016585648148148148,0,27.0,1.1333796296296297,2.0,203.0,0.1783919597989949,0.3668341708542713,False
42,2,1,0.7024665512903903,2.0,0.03429398148148148,0,7.0,6.929369212962963,3.0,290.0,0.1804511278195488,0.5789473684210527,False
34,2,1,0.74959525725948,1.0,0.00832175925925926,0,1.0,56.936203703703704,2.0,169.0,0.4525,0.2925,False
7,2,1,0.9182958340544896,2.0,0.02090277777777778,0,2.0,0.0,3.0,187.0,0.4538653366583541,0.3341645885286783,False
3,1,1,0.0,3.0,0.12289351851851853,0,5.0,5.078599537037037,3.0,168.0,0.0348258706467661,0.3930348258706467,False
11,1,1,0.0,6.0,1.2190740740740742,0,3.0,5.620034722222222,2.0,183.0,0.0024813895781637,0.3498759305210918,False
2762,3,3,0.6994081070273048,6.0,21.08556712962963,0,14.0,2.5492691798941802,2.0,18.0,0.4523809523809524,0.4523809523809524,False
99,4,1,0.9219388838871008,6.0,0.8919791666666667,0,23.0,9.044985532407408,3.0,216.0,0.452970297029703,0.4282178217821782,False
7,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,False
7,1,1,0.0,2.0,0.03767361111111111,0,6.0,0.06166666666666667,2.0,44.0,0.454320987654321,0.0962962962962963,False
122,2,1,0.2938662162369539,2.0,0.16979166666666667,0,9.0,8.54596450617284,2.0,298.0,0.018018018018018,0.6306306306306306,False
22,6,1,0.9099407954838498,2.0,0.01707175925925926,0,20.0,13.043353435672513,2.0,151.0,0.4556650246305418,0.334975369458128,False
1,1,1,0.0,1.0,0.03981481481481482,0,5.0,41.71299768518519,2.0,152.0,0.0835380835380835,0.3366093366093366,False
19,5,1,0.8284250360044566,1.0,0.03546296296296297,0,45.0,5.642121672453704,2.0,109.0,0.4558823529411764,0.2328431372549019,False
60,4,1,0.6377382695729212,2.0,0.02832175925925926,0,12.0,0.7389274691358025,2.0,154.0,0.4572127139364303,0.3398533007334963,False
17,2,2,0.7219280948873623,1.0,12.964386574074075,0,1.0,34.5900462962963,2.0,24.0,0.7037037037037037,0.8888888888888888,False
83,2,1,0.8342867421739537,5.0,19.702638888888888,0,35.0,3.579380787037037,2.0,211.0,0.1268292682926829,0.375609756097561,False
89,1,1,0.8566727035015875,6.0,-528.8032523148148,0,0.0,0.0,1.0,26.0,0.6896551724137931,0.6206896551724138,False
1,1,1,0.0,1.0,0.01054398148148148,0,20.0,0.16907407407407407,2.0,117.0,0.0364963503649635,0.2700729927007299,False
6,1,1,0.0,2.0,5.00369212962963,0,5.0,1.8493402777777777,2.0,179.0,0.0485436893203883,0.308252427184466,False
201,3,1,0.9513347435517888,5.0,58.15509259259259,0,6.0,0.10430941358024692,2.0,361.0,0.0024213075060532,0.6295399515738499,False
0,1,1,0.0,1.0,0.561875,0,1.0,22.459131944444447,2.0,179.0,0.0942028985507246,0.4154589371980676,False
73,4,1,0.8295758998213366,3.0,0.5360300925925926,0,12.0,0.2540277777777778,2.0,164.0,0.4554216867469879,0.2963855421686747,False
1,1,1,0.0,1.0,0.469224537037037,0,1.0,0.39335648148148145,3.0,212.0,0.4567307692307692,0.3942307692307692,False
160,4,1,0.9745067493870736,2.0,0.4242013888888889,0,6.0,0.3276851851851852,2.0,202.0,0.4580335731414868,0.3717026378896882,False
127,1,1,0.6708021009496126,2.0,0.6992708333333333,0,6.0,22.17605613425926,4.0,171.0,0.0095693779904306,0.3110047846889952,False
54,1,1,0.0,2.0,19.48287037037037,0,6.0,2.0547800925925928,4.0,401.0,0.3214285714285714,0.9821428571428572,False
0,1,1,0.0,1.0,0.057743055555555554,0,4.0,1.3358564814814813,2.0,138.0,0.0835322195704057,0.2863961813842482,False
42,2,1,0.6425228439404754,1.0,0.02153935185185185,0,14.0,3.3522376543209873,2.0,126.0,0.0642857142857142,0.2714285714285714,False
416,13,2,0.8062538583376723,5.0,6.89400462962963,0,56.0,0.38763985339506174,2.0,217.0,0.011441647597254,0.391304347826087,False
32,1,1,0.9933795859952758,1.0,0.22916666666666666,0,8.0,4.048293876262626,2.0,328.0,0.1895734597156398,0.5687203791469194,False
3,1,1,0.0,2.0,0.5490046296296297,0,21.0,6.035520833333333,3.0,332.0,0.0851063829787234,0.5933806146572104,False
5,1,1,0.0,1.0,3.017708333333333,0,18.0,0.40050925925925923,4.0,126.0,0.0094339622641509,0.2594339622641509,False
16,4,2,0.6057848060815437,1.0,3.333530092592593,0,6.0,0.45288966049382706,2.0,197.0,0.4564705882352941,0.4352941176470588,False
5,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,False
19,4,2,0.7430231162862537,2.0,3.3140856481481484,0,6.0,0.013422067901234569,1.0,120.0,0.4577464788732394,0.2769953051643192,False
4,1,1,1.0,1.0,6.007418981481481,0,1.0,46.424924768518515,2.0,28.0,0.037037037037037,1.0,False
7,1,1,0.0,4.0,12.183564814814815,0,10.0,7.898703703703704,2.0,165.0,0.0163934426229508,0.351288056206089,False
3,2,2,0.9182958340544896,1.0,-542.2418402777778,0,8.0,23.806712962962962,3.0,60.0,0.0754716981132075,0.5094339622641509,False
158,3,2,0.596208177525071,5.0,1.1604398148148147,0,3.0,1.8225694444444445,2.0,198.0,0.4579439252336448,0.411214953271028,False
1,2,1,1.0,3.0,0.17201388888888888,0,4.0,27.91634837962963,2.0,346.0,0.0186480186480186,0.6130536130536131,False
33,2,1,0.7313079493118876,1.0,3.534247685185185,0,21.0,7.244903549382716,2.0,100.0,0.0023255813953488,0.2302325581395349,False
12,1,1,0.0,2.0,1.9288425925925925,0,0.0,0.0,3.0,377.0,0.025522041763341,0.654292343387471,False
13,8,2,0.884514765676856,1.0,0.053148148148148146,0,48.0,6.162498553240741,2.0,212.0,0.0357142857142857,0.3660714285714285,False
23,2,1,0.222284830685688,3.0,2.0361805555555557,0,2.0,30.060497685185183,2.0,224.0,0.0353982300884955,0.8938053097345132,False
2,1,1,0.0,2.0,13.637847222222222,0,2.0,20.123622685185186,4.0,335.0,0.2280701754385964,0.912280701754386,False
45,3,1,0.8045455217628077,1.0,0.0715625,0,8.0,5.1157407407407405,2.0,263.0,0.1916859122401847,0.4826789838337182,False
19,1,1,0.0,2.0,0.8410300925925926,0,6.0,0.13523148148148148,2.0,193.0,0.1935483870967742,0.4400921658986175,False
99,2,1,0.9996824977267188,3.0,7.878275462962963,0,7.0,19.49769675925926,1.0,113.0,0.008695652173913,0.808695652173913,False
60,3,1,0.7763336374598974,3.0,22.125821759259257,0,12.0,7.475902777777777,1.0,280.0,0.0172413793103448,0.6120689655172413,True
1,1,1,0.0,1.0,9.521168981481482,0,7.0,0.013877314814814815,2.0,216.0,0.2478632478632478,0.8547008547008547,False
8,1,1,0.9029954820608994,2.0,0.1899537037037037,0,33.0,4.84903549382716,2.0,217.0,0.4574712643678161,0.3770114942528735,False
7,2,1,0.9957274520849256,2.0,0.03949074074074074,0,20.0,0.0013425925925925925,2.0,218.0,0.4587155963302752,0.378440366972477,False
22,2,1,0.8112781244591328,3.0,0.8924537037037038,0,22.0,4.979056712962962,2.0,324.0,0.1990846681922196,0.5217391304347826,False
451,5,2,0.4955165509351291,10.0,21.713287037037038,0,5.0,39.277849537037035,2.0,21.0,0.8275862068965517,0.7241379310344828,False
3,1,1,0.0,1.0,0.878587962962963,0,11.0,6.137719907407408,2.0,102.0,0.0388127853881278,0.230593607305936,False
8,1,1,0.0,2.0,0.4544560185185185,0,27.0,2.5027430555555554,2.0,169.0,0.0022779043280182,0.3735763097949886,False
24,2,1,0.2422921890824148,2.0,4.293043981481481,0,18.0,12.046030092592593,2.0,349.0,0.025,0.5931818181818181,False
174,4,1,0.6523270030341859,6.0,1.8821180555555557,0,35.0,0.6091319444444444,1.0,87.0,0.4603174603174603,0.1995464852607709,False
33,13,1,0.9088694988297932,6.0,33.80283564814815,0,39.0,3.7867605452674895,5.0,373.0,0.2036199095022624,0.6085972850678733,False
0,2,1,0.8571484374283715,1.0,0.26488425925925924,0,23.0,13.0321875,3.0,380.0,0.0067720090293453,0.6388261851015802,False
30,13,2,0.9002130066538025,2.0,1.0929166666666668,0,38.0,5.226147875816994,2.0,353.0,0.0085470085470085,0.5897435897435898,False
2,1,1,0.0,1.0,0.7418981481481483,0,7.0,9.93318287037037,2.0,346.0,0.2857142857142857,0.4642857142857143,False
2,1,1,0.0,1.0,0.8385416666666666,0,7.0,0.006400462962962963,3.0,405.0,0.3103448275862069,0.5517241379310345,False
2,1,1,0.0,1.0,-536.7372685185186,0,7.0,0.016689814814814814,2.0,33.0,0.3333333333333333,0.1333333333333333,False
53,4,1,0.9018565799255504,4.0,7.848460648148148,0,16.0,7.103753306878307,2.0,351.0,0.0112359550561797,0.6,False
20,5,1,0.8734714943182457,1.0,0.617175925925926,0,46.0,0.7094675925925925,2.0,357.0,0.0022421524663677,0.5986547085201793,False
